country,lat,lon,year,confucius_institutes,confucius_classrooms,sister_cities_established,outbound_political_visits,inbound_political_visits,broader_cadre_visits,ccp_visits,ambassador_op_eds,journalist_visits,content_sharing_partnerships,outbound_chinese_students,inbound_students_to_china,expert_deployments,joint_resource_developments,scholarships,training_programs
Tajikistan,38.6281733,70.8156541,2014,2,1,0,1,2,2,2,N/A,3,0,12,2015,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,2015,2,1,0,0,3,3,3,N/A,3,0,17,2309,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,2016,2,1,1,0,1,1,1,N/A,3,0,24,2606,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,2017,2,1,1,0,1,1,1,N/A,3,0,5,3282,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,2018,2,2,0,1,1,1,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,2019,2,N/A,N/A,1,1,1,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,2020,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,2021,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Tajikistan,38.6281733,70.8156541,Date Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2000,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2001,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2002,N/A,N/A,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2003,N/A,N/A,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2004,0,N/A,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2005,0,N/A,1,N/A,N/A,N/A,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2006,0,N/A,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2007,0,N/A,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2008,0,N/A,2,N/A,N/A,N/A,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2009,0,N/A,2,N/A,N/A,N/A,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2010,0,0,4,1,1,1,1,0,0,0,612,13018,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2011,0,0,2,0,0,0,0,0,0,0,902,13549,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2012,0,0,1,0,1,1,1,0,0,0,440,13038,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2013,1,0,5,1,2,2,2,0,0,0,388,12799,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2014,1,0,0,0,1,1,1,0,0,0,274,10658,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2015,1,0,4,1,2,2,2,0,0,0,281,10031,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2016,1,0,1,0,1,1,1,0,0,0,131,10639,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2017,1,0,N/A,1,2,2,2,N/A,N/A,0,34,11311,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2018,1,0,N/A,0,1,1,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2019,1,N/A,N/A,0,1,1,1,N/A,N/A,0,108,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2020,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,63,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,2021,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,15.9266657,107.9650855,Date Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A
